id,Name,Released,Members,Race,Location,Leagueregion,Gender,Examine,NPC ID,Link,chathead_url,body_url,Options,lat,lon,Quest,Removal,Shop,Also called,Combat level,Respawn time,Size
88,Ali the Guard,24 October 2005 ( Update ),No,Human,Al Kharid,Desert ✓,Male,One of Ali Morrisane's associates. Looks like he's seen a lot of fighting.,5960,MOID,https://oldschool.runescape.wiki/images/Ali_the_Guard_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Guard.png,Talk-to,3198,3305,,,,,,,
89,Ali the Hag,4 April 2005 ( Update ),Yes,Human,Pollnivneach,Desert ✓,Female,An old hag named Alisha.,3541,MOID,https://oldschool.runescape.wiki/images/Ali_the_Hag_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Hag.png,Talk-to,2987,3345,The Feud,,,,,,
90,Ali the Kebab seller,4 April 2005 ( Update ),Yes,Human,Pollnivneach,Desert ✓,Male,A kebab seller.,3536,MOID,https://oldschool.runescape.wiki/images/Ali_the_Kebab_seller_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Kebab_seller.png,Talk-to,2977,3354,The Feud,,Kebabs,,,,
91,Ali the Leaflet Dropper,10 April 2006 ( Update ),No,Human,North of the Al Kharid mine,Desert ✓,Male,A young boy handing out flyers.,5956,MOID,https://oldschool.runescape.wiki/images/Ali_the_Leaflet_Dropper_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Leaflet_Dropper.png,"Talk-to, Take-flyer",3328,3284,,,,,,,
92,Ali the Mayor,4 April 2005 ( Update ),Yes,Human,Pollnivneach,Desert ✓,Male,Mayor of Pollnivneach.,3540,MOID,https://oldschool.runescape.wiki/images/Ali_the_Mayor_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Mayor.png,Talk-to,2971,3368,The Feud,,,,,,
93,Ali the Operator,4 April 2005 ( Update ),Yes,Human,Pollnivneach,Desert ✓,Male,Smooth operator.,3548,MOID,https://oldschool.runescape.wiki/images/Ali_the_Operator_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Operator.png,Talk-to,2957,3334,The Feud,,,,,,
94,Ali the Sandsweeper,24 July 2006 ( Update ),Yes,Human,N/A,Fremennik ✓,Male,N/A,No,MOID,https://oldschool.runescape.wiki/images/Ali_the_Sandsweeper_chathead.png,,,,,,,,,,,
95,Ali the Smith,24 October 2005 ( Update ),No,Human,Al Kharid,Desert ✓,Male,One of Ali Morrisane's associates. Has a big hammer.,5957,MOID,https://oldschool.runescape.wiki/images/Ali_the_Smith_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Smith.png,Talk-to,3198,3305,,,,,,,
96,Ali the Snake Charmer,4 April 2005 ( Update ),Yes,Human,Pollnivneach,Desert ✓,Male,A snake charmer.,3542,MOID,https://oldschool.runescape.wiki/images/Ali_the_Snake_Charmer_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Snake_Charmer.png,Talk-to,2953,3355,The Feud Ratcatchers,,Snake charms,,,,
97,Ali the Tailor,24 October 2005 ( Update ),No,Human,Al Kharid,Desert ✓,Male,One of Ali Morrisane's associates. Those scissors look sharp.,5959,MOID,https://oldschool.runescape.wiki/images/Ali_the_Tailor_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Tailor.png,Talk-to,3198,3301,,,,,,,
98,Ali the Tea Seller,11 January 2023 ( Update ),Yes,Human,Uzer Oasis,Desert ✓,Male,The seller of tea in this fine oasis.,12102,MOID,https://oldschool.runescape.wiki/images/Ali_the_Tea_Seller_chathead.png,https://oldschool.runescape.wiki/images/Ali_the_Tea_Seller.png,Talk-to,3058,3489,,,,,,,
99,Alice,11 July 2005 ( Update ),Yes,Human,Farm west of Port Phasmatys,Morytania ✓,Female,She sells farming equipment.,504,MOID,https://oldschool.runescape.wiki/images/Alice_chathead.png,https://oldschool.runescape.wiki/images/Alice.png,"Talk-to, Trade",3526,3628,Animal Magnetism,,Alice's Farming shop.,,,,
100,Alice the Camel,23 January 2006 ( Update ),No,Camel,"Al Kharid , near Ellis ' tannery",Desert ✓,Female,A camel who's come from the south.,5954,MOID,https://oldschool.runescape.wiki/images/Alice_the_Camel_chathead.png,https://oldschool.runescape.wiki/images/Alice_the_Camel.png,Talk-to,3200,3283,,,,,,,
101,Alina,10 January 2024 ( Update ),No,Human,Varrock Square,Varlamore ✓,Female,She looks excited.,12644,MOID,https://oldschool.runescape.wiki/images/Alina_chathead.png,https://oldschool.runescape.wiki/images/Alina.png,Talk-to,3428,3225,Children of the Sun,,,,,,
102,Allanna,10 January 2019 ( Update ),Yes,Human,Farming Guild,Kourend ✓,Female,She sells farming supplies.,8531,MOID,https://oldschool.runescape.wiki/images/Allanna_chathead.png,https://oldschool.runescape.wiki/images/Allanna.png,"Talk-to, Trade",3734,1251,,,Allanna's Farming Shop,,,,
103,Almera,24 September 2002 ( Update ),Yes,Human,Baxtorian Falls,Kandarin ✓,Female,Nice hair.,4181,MOID,https://oldschool.runescape.wiki/images/Almera_chathead.png,https://oldschool.runescape.wiki/images/Almera.png,Talk-to,3498,2522,Waterfall Quest,,,,,,
104,Alpaca,20 March 2024 ( Update ),Yes,,"Ortus Farm , Quetzacalli Gorge",Varlamore ✓,,A fluffy alpaca.,12986,MOID,https://oldschool.runescape.wiki/images/thumb/Agelus_chathead.png/19px-Agelus_chathead.png,https://oldschool.runescape.wiki/images/Alpaca_%28brown%29.png,Shear,,,,,,,,,
105,Alpaca cria,20 March 2024 ( Update ),Yes,,Ortus Farm,Varlamore ✓,,Basically a ball of fluff.,12990,MOID,https://oldschool.runescape.wiki/images/thumb/Agelus_chathead.png/19px-Agelus_chathead.png,https://oldschool.runescape.wiki/images/Alpaca_cria_%28brown%29.png,,,,,,,,,,
106,Alrena,27 August 2002 ( Update ),Yes,Human,East Ardougne,Kandarin ✓,Female,She looks concerned.,"4249,4250,4251",MOID,https://oldschool.runescape.wiki/images/Alrena_chathead.png,https://oldschool.runescape.wiki/images/Alrena.png,Talk-to,3334,2574,Plague City,,,,,,
107,Alry the Angler,10 January 2019 ( Update ),Yes,Human,Lake Molch,Kourend ✓,Male,He's wearing a single glove; how strange.,8521,MOID,https://oldschool.runescape.wiki/images/Alry_the_Angler_chathead.png,https://oldschool.runescape.wiki/images/Alry_the_Angler.png,"Talk-to, Trade, Get bird",3633,1368,,,Alry the Angler's Angling Accessories,,,,
108,Altarkiz,7 December 2017 ( Update ),No,Human,Feldip Hills,Kandarin ✓,Male,He's just minding his own business.,7986,MOID,https://oldschool.runescape.wiki/images/Altarkiz_chathead.png,https://oldschool.runescape.wiki/images/Altarkiz.png,Talk-to,2848,2492,,,,,,,
109,Aluft Gianne,12 December 2002 ( Update ),Yes,Gnome,"Grand Tree , 1 st floor [ UK ] 2 nd floor [ US ]",N/A,Male,It's a tree gnome chef.,removed,MOID,https://oldschool.runescape.wiki/images/Aluft_Gianne_%28historical%29_chathead.png,https://oldschool.runescape.wiki/images/Aluft_Gianne_%28historical%29.png,Talk-to,,,,7 August 2006 ( Update ),Gianne's Restaurant,,,,
110,Aluft Gianne snr.,7 August 2006 ( Update ),Yes,Gnome,"Grand Tree , 1 st floor [ UK ] 2 nd floor [ US ]",Kandarin ✓,Male,The famous tree gnome chef.,2656,MOID,https://oldschool.runescape.wiki/images/Aluft_Gianne_snr._chathead.png,https://oldschool.runescape.wiki/images/Aluft_Gianne_snr..png,Talk-to,3503,2449,,,,,,,
111,Alvarg,22 February 2023 ( Update ),No,Dragon,? (edit),N/A,,Is that dragon wearing a party hat?,hist12119,MOID,https://oldschool.runescape.wiki/images/thumb/Patty_Seer_chathead.png/26px-Patty_Seer_chathead.png,https://oldschool.runescape.wiki/images/Alvarg.png,,,,,15 March 2023 ( Update ),,,,,
112,Alviss,22 May 2006 ( Update ),Yes,Dwarf,Miscellania and Etceteria Dungeon,Fremennik ✓,Male,A dwarf who's currently living in Miscellania.,1091,MOID,https://oldschool.runescape.wiki/images/Alviss_chathead.png,https://oldschool.runescape.wiki/images/Alviss.png,Talk-to,10263,2518,,,,,,,
113,Alwyn,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,A citizen of the crystal city of Prifddinas.,9137,MOID,https://oldschool.runescape.wiki/images/Alwyn_chathead.png,https://oldschool.runescape.wiki/images/Alwyn.png,"Talk-to, Relocate, Redecorate",6057,3219,,,,,,,
114,Alyssa,10 January 2019 ( Update ),Yes,Human,Kourend Castle,Kourend ✓,Female,The housekeeper of Kourend Castle.,8515,MOID,https://oldschool.runescape.wiki/images/Alyssa_chathead.png,https://oldschool.runescape.wiki/images/Alyssa.png,Talk-to,3660,1619,,,,,,,
115,Amascut,26 April 2005 ( Update ),Yes,Feline,Jaltevas Pyramid,Desert ✓,Female,A demi-goddess with a penchant for destruction.,11591,MOID,https://oldschool.runescape.wiki/images/Wanderer_%28Amascut%29_chathead.png,https://oldschool.runescape.wiki/images/Wanderer.png,,,,Icthlarin's Little Helper,,,,,,
116,Ambassador Alvijar,20 March 2007 ( Update ),Yes,Dwarf,"North-east Dorgesh-Kaan , 1 st floor [ UK ] 2 nd floor [ US ]",Misthalin ✓,Male,The dwarf ambassador to Dorgesh-Kaan.,5177,MOID,https://oldschool.runescape.wiki/images/Ambassador_Alvijar_chathead.png,https://oldschool.runescape.wiki/images/Ambassador_Alvijar.png,Talk-to,5353,2737,Another Slice of H.A.M.,,,,,,
117,Ambassador Ferrnook,7 August 2006 ( Update ),Yes,Gnome,Varrock Palace 1 st floor [ UK ] 2 nd floor [ US ],Misthalin ✓,Male,Peaceful man!,2557,MOID,https://oldschool.runescape.wiki/images/Ambassador_Ferrnook_chathead.png,https://oldschool.runescape.wiki/images/Ambassador_Ferrnook.png,Talk-to,3472,3205,,,,,,,
118,Ambassador Gimblewap,7 August 2006 ( Update ),Yes,Gnome,Ardougne Castle 1 st floor [ UK ] 2 nd floor [ US ],Kandarin ✓,Male,He's very diplomatic.,2555,MOID,https://oldschool.runescape.wiki/images/Ambassador_Gimblewap_chathead.png,https://oldschool.runescape.wiki/images/Ambassador_Gimblewap.png,Talk-to,3297,2573,,,,,,,
119,Ambassador Spanfipple,7 August 2006 ( Update ),No,Gnome,White Knights' Castle 1 st floor [ UK ] 2 nd floor [ US ],Asgarnia ✓,Male,Peaceful man!,2556,MOID,https://oldschool.runescape.wiki/images/Ambassador_Spanfipple_chathead.png,https://oldschool.runescape.wiki/images/Ambassador_Spanfipple.png,Talk-to,3337,2983,,,,,,,
120,Amelia,4 January 2018 ( Update ),Yes,Human,Shayzien,Kourend ✓,Female,She enjoys talking about the past.,8180,MOID,https://oldschool.runescape.wiki/images/Amelia_chathead.png,https://oldschool.runescape.wiki/images/Amelia.png,Talk-to,3543,1540,Dragon Slayer II,,,,,,
121,Amelia,10 January 2019 ( Update ),Yes,Human,Farming Guild,Kourend ✓,Female,She's a seed merchant.,8530,MOID,https://oldschool.runescape.wiki/images/Amelia_%28Farming_Guild%29_chathead.png,https://oldschool.runescape.wiki/images/Amelia_%28Farming_Guild%29.png,"Talk-to, Trade",3740,1247,,,Amelia's Seed Shop,,,,
122,Amergin,1 April 2026 ( Update ),Yes,Human,East of the Chaos Druid Tower,Kandarin ✓,Male,A not so crazy druid.,15602,MOID,https://oldschool.runescape.wiki/images/Amergin_chathead.png,https://oldschool.runescape.wiki/images/Amergin.png,"Talk-to, Store-axe",3358,2575,,,,,,,
123,Ameyalli,23 July 2025 ( Update ),Yes,Human,Kastori,Varlamore ✓,Female,A local seller of farming supplies.,14761,MOID,https://oldschool.runescape.wiki/images/Ameyalli_chathead.png,https://oldschool.runescape.wiki/images/Ameyalli.png,"Talk-to, Trade",3061,1357,,,Kastori Farming Supplies,,,,
124,Amma,19 November 2025 ( Update ),Yes,Tortugan,The Summer Shore,N/A,,A tortugan juvenile who's learning the ways of crafting.,14851,MOID,https://oldschool.runescape.wiki/images/Amma_chathead.png,https://oldschool.runescape.wiki/images/Amma.png,Talk-to,2406,3142,,,,,,,
125,Fossil Rock,7 September 2017 ( Update ),Yes,Crab,Fossil Island,Misthalin ✓,,An outcrop embedded with an ammonite fossil.,7800,MOID,https://oldschool.runescape.wiki/images/thumb/Mazchna_chathead.png/37px-Mazchna_chathead.png,https://oldschool.runescape.wiki/images/Fossil_Rock.png,,,,,,,,,50 ticks (30 seconds),
126,Ammunition crate,24 March 2021 ( Update ),Yes,,Tempoross Cove,Desert ✓,,Used for storing Harpoonfish for a nearby cannon.,"10576,10577,10578,10579",MOID,https://oldschool.runescape.wiki/images/thumb/Tiny_Tempor_chathead.png/33px-Tiny_Tempor_chathead.png,,"Fill, Check-ammo",2851,3047,,,,,,,
127,Amos,19 November 2025 ( Update ),Yes,Human,Port Roberts,N/A,Male,Knows how to polish a deal.,14910,MOID,https://oldschool.runescape.wiki/images/Amos_chathead.png,https://oldschool.runescape.wiki/images/Amos.png,"Talk-to, Trade",3288,1867,,,Port Roberts Silver Stall,,,,
128,Amrod,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,He's got a lot of shards to spend.,9053,MOID,https://oldschool.runescape.wiki/images/Amrod_chathead.png,https://oldschool.runescape.wiki/images/Amrod.png,"Talk-to, Trade",6126,3238,,,,,,,
129,Amy,26 August 2020 ( Update ),Yes,Human,Falador,Asgarnia ✓,Female,The Master Carpenter who runs Mahogany Homes.,"6439,7417",MOID,https://oldschool.runescape.wiki/images/Amy_chathead.png,https://oldschool.runescape.wiki/images/Amy.png,"Talk-to, Contract, Last-tier contract, Rewards",3365,2991,,,,,,,
130,Ana,14 April 2003 ( Update ),Yes,Human,Desert Mining Camp,N/A,Female,She looks like a tourist.,4629,MOID,https://oldschool.runescape.wiki/images/Ana_chathead.png,https://oldschool.runescape.wiki/images/Ana.png,Talk-to,9466,3302,The Tourist Trap,,,,,,
131,Ana,29 March 2004 ( Update ),Yes,Human,? (edit),N/A,Female,Stuffed.,"4630,4677",MOID,https://oldschool.runescape.wiki/images/Ana_in_a_barrel_chathead.png,https://oldschool.runescape.wiki/images/Ana_in_a_barrel_%28NPC%29.png,Talk-to,,,The Tourist Trap,,,,,,
132,Anaire,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Female,What's in the bag?,9076,MOID,https://oldschool.runescape.wiki/images/Anaire_chathead.png,https://oldschool.runescape.wiki/images/Anaire.png,"Talk-to, Pickpocket",6072,3281,,,,,,,
133,Ancestral Glyph,1 June 2017 ( Update ),Yes,,Inferno,Karamja ✓,,A strange glyph.,7707,MOID,,https://oldschool.runescape.wiki/images/Ancestral_Glyph.png,None,5363,2270,,,,,,,
134,Ancient Ghost,3 February 2021 ( Update ),Yes,Aviansie,Isle of Souls,Misthalin ✓ Desert ✓,,The ghost of an ancient warrior.,10557,MOID,https://oldschool.runescape.wiki/images/Ancient_Ghost_%28aviansie%29_chathead.png,https://oldschool.runescape.wiki/images/Ancient_Ghost_%28aviansie%29.png,Talk-to,2897,2105,,,,,,,
135,Ancient monkey,5 March 2015 ( Update ),Yes,Monkey,Ape Atoll,N/A,,It's a monkey.,1466,MOID,https://oldschool.runescape.wiki/images/Ancient_monkey_chathead.png,https://oldschool.runescape.wiki/images/Ancient_monkey.png,None,,,Monkey Madness I,,,,,,
136,Ancient Fungi,7 September 2017 ( Update ),Yes,Fungi,"Fossil Island , Stalker Den",Misthalin ✓ Varlamore ✓,,"An old mushroom, rooted in the ground. It looks strong and stable.","8690,8691",MOID,https://oldschool.runescape.wiki/images/thumb/Chaeldar_chathead.png/30px-Chaeldar_chathead.png,https://oldschool.runescape.wiki/images/Ancient_Fungi.png,Pick,,,,,,,,,
137,Andiess Juip,24 May 2018 ( Update ),Yes,Human,Meiyerditch,Morytania ✓,Male,A fighter for the Myreque.,"8228,8229",MOID,https://oldschool.runescape.wiki/images/Andiess_Juip_chathead.png,https://oldschool.runescape.wiki/images/Andiess_Juip.png,Talk-to,9638,3638,A Taste of Hope,,,,,,
138,Andras,24 May 2018 ( Update ),Yes,Human,North of Port Phasmatys,Morytania ✓,Male,A citizen of Slepe.,"8267,8268",MOID,https://oldschool.runescape.wiki/images/Andras_chathead.png,https://oldschool.runescape.wiki/images/Andras.png,"Talk-to, Travel",3541,3672,,,,,,,
139,Andrea,7 January 2016 ( Update ),Yes,Human,Port Piscarilius,Kourend ✓,Female,A travelling woman.,7009,MOID,https://oldschool.runescape.wiki/images/Andrea_chathead.png,https://oldschool.runescape.wiki/images/Andrea.png,Talk-to,3690,1807,,,,,,,
140,Andros Mai,16 July 2020 ( Update ),No,Human,Ferox Enclave,Wilderness ✓,Male,Vanquisher of evil and breaker of bones.,10388,MOID,https://oldschool.runescape.wiki/images/Andros_Mai_chathead.png,https://oldschool.runescape.wiki/images/Andros_Mai.png,Talk-to,3644,3152,,,,,,,
141,Aneirin,25 July 2019 ( Update ),Yes,Elf,Prifddinas,Tirannwn ✓,Male,A tradesman with a mind for the art of battle.,9157,MOID,https://oldschool.runescape.wiki/images/Aneirin_chathead.png,https://oldschool.runescape.wiki/images/Aneirin.png,"Talk-to, Trade, Repair",6062,3253,,,Aneirin's Armour,,,,
142,Angel,25 October 2018 ( Update ),No,Human,Rimmington,Asgarnia ✓,Female,A child from Rimmington.,3369,MOID,https://oldschool.runescape.wiki/images/Angel_chathead.png,https://oldschool.runescape.wiki/images/Angel.png,Talk-to,3213,2967,,,,,,,
143,Angelo,26 August 2020 ( Update ),Yes,Human,Hosidius,Kourend ✓,Male,An Assistant Carpenter who works at the Hosidius branch of Mahogany Homes.,"10412,10413",MOID,https://oldschool.runescape.wiki/images/Angelo_chathead.png,https://oldschool.runescape.wiki/images/Angelo.png,"Talk-to, Contract, Last-tier contract",3626,1780,,,,,,,
144,Animated egg,27 March 2024 ( Update ),No,,Church of Ayaster crypt,N/A,,An egg with legs!,"hist13429,hist13431",MOID,https://oldschool.runescape.wiki/images/thumb/Easter_Bunny_chathead.png/34px-Easter_Bunny_chathead.png,https://oldschool.runescape.wiki/images/Animated_egg.png,Capture,,,2024 Easter event,17 April 2024 ( Update ),,,,,
145,Anita,12 December 2002 ( Update ),Yes,Gnome,Tree Gnome Stronghold,Kandarin ✓,Female,Glough's girlfriend.,7156,MOID,https://oldschool.runescape.wiki/images/Anita_chathead.png,https://oldschool.runescape.wiki/images/Anita.png,Talk-to,3514,2390,The Grand Tree,,,,,,
146,Anleif,28 November 2005 ( Update ),Yes,Dwarf,Keldagrim Rat Pits,Fremennik ✓,Female,Prim and proper.,4609,MOID,https://oldschool.runescape.wiki/images/Anleif_chathead.png,https://oldschool.runescape.wiki/images/Anleif.png,Talk-to,4712,1948,,,,,,,
147,Anna,9 June 2003 ( Update ),Yes,Human,Sinclair Mansion,Kandarin ✓,Female,She's dressed in a red top and green trousers.,4220,MOID,https://oldschool.runescape.wiki/images/Anna_chathead.png,https://oldschool.runescape.wiki/images/Anna.png,Talk-to,3575,2735,Murder Mystery,,,,,,
148,Anna Jones,27 March 2007 ( Update ),No,Human,North-east of Varrock,Misthalin ✓,Female,An archaeologist.,4162,MOID,https://oldschool.runescape.wiki/images/Anna_Jones_chathead.png,https://oldschool.runescape.wiki/images/Anna_Jones.png,Talk-To,3469,3286,What Lies Below,,,,,,
149,Anne,19 November 2025 ( Update ),No,Human,Port Sarim,Asgarnia ✓,Female,Enjoys a good bit of salvaging.,14964,MOID,https://oldschool.runescape.wiki/images/Anne_chathead.png,https://oldschool.runescape.wiki/images/Anne.png,Talk-to,3211,3025,Pandemonium,,,,,,
150,Anne Isaakson,6 February 2007 ( Update ),Yes,Human,Neitiznot,Fremennik ✓,Female,A farmhand.,1887,MOID,https://oldschool.runescape.wiki/images/Anne_Isaakson_chathead.png,https://oldschool.runescape.wiki/images/Anne_Isaakson.png,Talk-to,3793,2323,,,,,,,
151,Annette,18 January 2018 ( Update ),Yes,Merfolk,Underwater,Misthalin ✓,Female,Need a net? Here's Annette.,7510,MOID,https://oldschool.runescape.wiki/images/Annette_chathead.png,https://oldschool.runescape.wiki/images/Annette.png,,,,,,,,,,
152,Annie,7 June 2023 ( Update ),No,Human,Blue Moon Inn,N/A,Female,She's happy by herself.,hist12119,MOID,https://oldschool.runescape.wiki/images/Annie_chathead.png,https://oldschool.runescape.wiki/images/Annie.png,Talk-to,3400,3222,,28 June 2023 ( Update ),,,,,
153,Anteater,23 July 2025 ( Update ),Yes,,Tlati Rainforest,Varlamore ✓,,Clearing any ants in its path.,14565,MOID,https://oldschool.runescape.wiki/images/thumb/Fabia_chathead.png/18px-Fabia_chathead.png,https://oldschool.runescape.wiki/images/Anteater.png,None,,,,,,,,,
154,Anti-Santa,17 December 2013 ( Update ),No,Undead,Outside Falador Party Room,N/A,Male,"2013 : You better watch out... 2014 : 'Bah, humbug' doesn't even begin to express his feelings. 2015 : You don't want to end up on this guy's naughty list. 2023 : Quite the opposite of Santa.","hist6528,hist12610,hist12613,hist12514",MOID,https://oldschool.runescape.wiki/images/Anti-Santa_chathead.png,https://oldschool.runescape.wiki/images/Anti-Santa.png,,,,,,,,,,
