id,Name,Class,Gender,facial_hair,facial_hair_conf,hair_color,hair_color_conf,headwear,headwear_conf,eyewear,eyewear_conf,eyes,eyes_conf,skin_tone,skin_tone_conf,apparent_age,apparent_age_conf,held_weapon,held_weapon_conf,cape,cape_conf,wings,wings_conf,body_build,body_build_conf,caption
104,Alpaca,,,,,,,,,,,,,,,,,none,0.50085384,none,0.7397776,none,0.9572569,thin,0.774909,Alpaca
105,Alpaca cria,,,,,,,,,,,,,,,,,none,0.44329572,none,0.7570869,none,0.9448933,thin,0.78477997,Alpaca cria
106,Alrena,Human,Female,clean_shaven,0.6213468,brown,0.48304173,none,0.53136224,glasses_or_goggles,0.56708837,not_visible,0.69034994,red,0.56006557,child,0.57069296,staff_wand,0.3466023,none,0.72627395,none,0.9014425,heavy,0.43504557,"Alrena: Human, female, brown hair, glasses"
107,Alry the Angler,Human,Male,beard,0.7025784,bald,0.44108745,hat,0.6965123,none,0.51239234,not_visible,0.665831,red,0.6592447,child,0.7520521,tool,0.61719346,none,0.87380195,none,0.9024924,heavy,0.47848067,"Alry the Angler: Human, male, a beard, a hat"
108,Altarkiz,Human,Male,beard,0.4795704,bald,0.6612215,hat,0.22662841,glasses_or_goggles,0.64363605,not_visible,0.8280751,red,0.43545416,child,0.54711944,melee_weapon,0.28924114,none,0.8627248,none,0.9638388,average,0.4096167,"Altarkiz: Human, male, a beard, a hat, glasses"
109,Aluft Gianne,Gnome,Male,clean_shaven,0.63136715,bald,0.78400654,none,0.7308066,glasses_or_goggles,0.5589177,not_visible,0.72293144,human_tone,0.71304905,young_adult,0.6560752,staff_wand,0.4278928,none,0.9483784,none,0.9337905,average,0.4457595,"Aluft Gianne: Gnome, male, glasses"
110,Aluft Gianne snr.,Gnome,Male,clean_shaven,0.40968135,bald,0.9304077,none,0.7779464,none,0.59596246,not_visible,0.7260043,human_tone,0.553051,elderly,0.5312833,tool,0.3325044,none,0.9620386,none,0.9485638,heavy,0.5706795,"Aluft Gianne snr.: Gnome, male"
111,Alvarg,Dragon,,,,,,,,,,,,,,,,melee_weapon,0.2950258,none,0.7740087,none,0.5803581,thin,0.49735522,Alvarg: Dragon
112,Alviss,Dwarf,Male,beard,0.9585575,bald,0.90035737,none,0.45021787,glasses_or_goggles,0.8185771,not_visible,0.75298727,red,0.52957255,young_adult,0.41065255,staff_wand,0.3366437,none,0.8481084,none,0.92975485,average,0.48288134,"Alviss: Dwarf, male, a beard, glasses"
113,Alwyn,Elf,Male,clean_shaven,0.6191637,bald,0.67001593,none,0.5465623,none,0.53023696,not_visible,0.687306,red,0.49144676,child,0.5979617,tool,0.42463434,none,0.7521072,none,0.92249775,average,0.45864782,"Alwyn: Elf, male"
114,Alyssa,Human,Female,clean_shaven,0.51742053,bald,0.55171245,none,0.6707414,glasses_or_goggles,0.57690465,not_visible,0.75876343,red,0.71988636,child,0.4296335,staff_wand,0.5644343,none,0.85580075,none,0.8689498,heavy,0.41524145,"Alyssa: Human, female, glasses"
115,Amascut,Feline,Female,clean_shaven,0.4429686,red,0.69479424,none,0.530225,glasses_or_goggles,0.6609879,not_visible,0.5151289,red,0.80625486,child,0.7922377,tool,0.46410048,none,0.77577865,none,0.88113964,heavy,0.48436955,"Amascut: Feline, female, red hair, glasses"
116,Ambassador Alvijar,Dwarf,Male,beard,0.82743114,bald,0.91549397,helmet,0.36605048,glasses_or_goggles,0.8790945,not_visible,0.69625187,red,0.61305445,child,0.43655524,tool,0.4499271,none,0.95691013,none,0.95048964,average,0.591444,"Ambassador Alvijar: Dwarf, male, a beard, a helmet, glasses"
117,Ambassador Ferrnook,Gnome,Male,clean_shaven,0.4407791,bald,0.9727131,none,0.62589073,glasses_or_goggles,0.88923836,not_visible,0.70010525,red,0.5616133,child,0.54493475,staff_wand,0.41475126,none,0.8040326,none,0.9654543,heavy,0.45547754,"Ambassador Ferrnook: Gnome, male, glasses"
118,Ambassador Gimblewap,Gnome,Male,clean_shaven,0.4407791,bald,0.9727131,none,0.62589073,glasses_or_goggles,0.88923836,not_visible,0.70010525,red,0.5616133,child,0.54493475,staff_wand,0.4690289,none,0.8394908,none,0.96069354,average,0.48844784,"Ambassador Gimblewap: Gnome, male, glasses"
119,Ambassador Spanfipple,Gnome,Male,clean_shaven,0.4407791,bald,0.9727131,none,0.62589073,glasses_or_goggles,0.88923836,not_visible,0.70010525,red,0.5616133,child,0.54493475,staff_wand,0.42873222,none,0.79231584,none,0.9605368,average,0.44868165,"Ambassador Spanfipple: Gnome, male, glasses"
120,Amelia,Human,Female,clean_shaven,0.45952466,bald,0.63271534,none,0.43858027,none,0.51337636,not_visible,0.69250935,red,0.5456734,child,0.6170095,staff_wand,0.438929,none,0.84685427,none,0.9442928,average,0.4339873,"Amelia: Human, female"
121,Amelia,Human,Female,clean_shaven,0.6523144,red,0.91740197,none,0.72286296,glasses_or_goggles,0.60124564,not_visible,0.7235737,red,0.8787582,child,0.6369184,staff_wand,0.3716049,none,0.8241254,none,0.9258593,average,0.40189925,"Amelia: Human, female, red hair, glasses"
122,Amergin,Human,Male,beard,0.46620005,brown,0.7598846,helmet,0.29638985,glasses_or_goggles,0.5877842,not_visible,0.6967737,red,0.40255156,child,0.81683415,staff_wand,0.6895421,cape_or_cloak,0.6398939,none,0.93240345,average,0.4834442,"Amergin: Human, male, a beard, brown hair, a helmet, glasses, a cape"
123,Ameyalli,Human,Female,clean_shaven,0.5092107,unnatural,0.3899095,hood,0.25025058,none,0.5575207,not_visible,0.5643487,green,0.716469,child,0.7690235,tool,0.41593438,none,0.76055133,none,0.826755,heavy,0.5137616,"Ameyalli: Human, female, unnatural hair, a hood"
124,Amma,Tortugan,,clean_shaven,0.31438702,bald,0.49622732,hat,0.2558935,glasses_or_goggles,0.7290551,not_visible,0.81552553,green,0.7287404,young_adult,0.51906925,tool,0.385639,none,0.79844445,none,0.8263533,heavy,0.55624723,"Amma: Tortugan, a hat, glasses"
125,Fossil Rock,Crab,,,,,,,,,,,,,,,,tool,0.24780278,none,0.8592516,none,0.86408925,heavy,0.36372975,Fossil Rock: Crab
126,Ammunition crate,,,,,,,,,,,,,,,,,,,,,,,,,Ammunition crate
127,Amos,Human,Male,clean_shaven,0.5181583,brown,0.47451654,none,0.4441315,none,0.53911877,not_visible,0.59469485,human_tone,0.4201434,young_adult,0.516673,tool,0.3824258,none,0.8594855,none,0.93051225,average,0.42362192,"Amos: Human, male, brown hair"
128,Amrod,Elf,Male,beard,0.57825804,bald,0.5907053,none,0.61926115,none,0.50262547,not_visible,0.7116011,red,0.6773214,child,0.52459645,tool,0.44992298,none,0.90106666,none,0.90937936,average,0.44310468,"Amrod: Elf, male, a beard"
129,Amy,Human,Female,clean_shaven,0.4548531,brown,0.5862215,helmet,0.48385078,glasses_or_goggles,0.7172305,not_visible,0.7616105,red,0.52822906,child,0.69673413,tool,0.5072364,none,0.875395,none,0.9158267,heavy,0.51661766,"Amy: Human, female, brown hair, a helmet, glasses"
130,Ana,Human,Female,clean_shaven,0.5381781,bald,0.41385862,none,0.6561125,glasses_or_goggles,0.52393943,not_visible,0.63152784,red,0.37193528,child,0.6803637,staff_wand,0.3706013,none,0.76100606,none,0.9179372,average,0.4112249,"Ana: Human, female, glasses"
131,Ana,Human,Female,clean_shaven,0.3977256,bald,0.36018538,none,0.36653852,glasses_or_goggles,0.58392644,not_visible,0.5422661,red,0.49612355,child,0.55305684,none,0.7580637,none,0.92815673,none,0.9617539,thin,0.7502803,"Ana: Human, female, glasses"
132,Anaire,Elf,Female,clean_shaven,0.617643,bald,0.31006682,none,0.4898074,none,0.62282103,not_visible,0.59557307,red,0.31087753,young_adult,0.63774353,bow,0.33644688,none,0.707649,none,0.8780022,heavy,0.43506277,"Anaire: Elf, female"
133,Ancestral Glyph,,,,,,,,,,,,,,,,,melee_weapon,0.3769432,cape_or_cloak,0.66330016,none,0.5930105,thin,0.5068795,Ancestral Glyph: a cape
134,Ancient Ghost,Aviansie,,clean_shaven,0.5030495,bald,0.7517516,crown,0.26410362,glasses_or_goggles,0.52894735,not_visible,0.72881186,red,0.25200343,young_adult,0.4935291,melee_weapon,0.63595295,none,0.9079921,none,0.8270108,thin,0.52766097,"Ancient Ghost: Aviansie, a crown, glasses"
135,Ancient monkey,Monkey,,,,,,helmet,0.41886026,glasses_or_goggles,0.5054663,not_visible,0.65956277,red,0.7839782,,,,,,,none,0.7955005,,,"Ancient monkey: Monkey, a helmet, glasses"
136,Ancient Fungi,Fungi,,,,,,,,,,,,,,,,staff_wand,0.47980586,none,0.61194104,none,0.67790234,thin,0.5972994,Ancient Fungi: Fungi
137,Andiess Juip,Human,Male,beard,0.7092429,brown,0.40795836,none,0.58682245,none,0.5291579,not_visible,0.651186,red,0.42765597,child,0.6346965,tool,0.38810936,none,0.9115311,none,0.9179627,heavy,0.47678724,"Andiess Juip: Human, male, a beard, brown hair"
138,Andras,Human,Male,beard,0.5755823,bald,0.5371911,mask,0.28527963,glasses_or_goggles,0.83186615,not_visible,0.7032371,red,0.4457122,child,0.676463,tool,0.40789196,none,0.9444828,none,0.88399863,average,0.45603192,"Andras: Human, male, a beard, a mask, glasses"
139,Andrea,Human,Female,clean_shaven,0.5583495,bald,0.6427038,none,0.68683743,none,0.5338992,not_visible,0.66247183,red,0.7857467,elderly,0.63375825,staff_wand,0.4410374,none,0.71878064,none,0.94007945,heavy,0.55201954,"Andrea: Human, female"
140,Andros Mai,Human,Male,clean_shaven,0.37554657,bald,0.5386901,helmet,0.33019418,glasses_or_goggles,0.8298572,not_visible,0.62393504,red,0.3251204,child,0.80579525,melee_weapon,0.3643629,none,0.810067,none,0.8559826,average,0.4650746,"Andros Mai: Human, male, a helmet, glasses"
141,Aneirin,Elf,Male,clean_shaven,0.7046606,red,0.8048846,none,0.57435215,glasses_or_goggles,0.5291213,not_visible,0.7191359,red,0.6997424,child,0.6861496,tool,0.5537751,none,0.888011,none,0.9214772,average,0.4452847,"Aneirin: Elf, male, red hair, glasses"
142,Angel,Human,Female,clean_shaven,0.4954352,brown,0.32363743,none,0.5805284,glasses_or_goggles,0.5924621,not_visible,0.631923,red,0.5034409,child,0.6687086,staff_wand,0.51533896,none,0.8129097,none,0.9287407,heavy,0.5004907,"Angel: Human, female, brown hair, glasses"
143,Angelo,Human,Male,goatee,0.49825114,bald,0.6982862,none,0.3295495,none,0.54428244,not_visible,0.6013471,red,0.46634302,child,0.6398477,tool,0.6328951,none,0.88175434,none,0.9097925,heavy,0.47858658,"Angelo: Human, male, a goatee"
144,Animated egg,,,,,,,,,,,,,,,,,tool,0.30766022,none,0.9095185,none,0.92207056,heavy,0.3986277,Animated egg
145,Anita,Gnome,Female,beard,0.42810735,bald,0.4577926,hood,0.5854239,none,0.5849692,not_visible,0.7046183,red,0.6651714,child,0.76128507,tool,0.5110006,none,0.8856263,none,0.9068561,heavy,0.4575349,"Anita: Gnome, female, a beard, a hood"
146,Anleif,Dwarf,Female,clean_shaven,0.5851014,bald,0.57196844,none,0.7189814,none,0.60540223,not_visible,0.67643815,red,0.53615427,young_adult,0.50539,staff_wand,0.4082268,none,0.9071954,none,0.93437755,average,0.408776,"Anleif: Dwarf, female"
147,Anna,Human,Female,clean_shaven,0.72387093,red,0.8288745,none,0.7048612,glasses_or_goggles,0.54357034,not_visible,0.63562655,red,0.51077634,child,0.6403097,staff_wand,0.39077207,none,0.91551584,none,0.8401166,average,0.38547137,"Anna: Human, female, red hair, glasses"
148,Anna Jones,Human,Female,clean_shaven,0.61610085,brown,0.54905665,hat,0.51521873,glasses_or_goggles,0.66654426,not_visible,0.72268677,red,0.7403118,child,0.7415146,tool,0.68998677,none,0.978961,none,0.9566446,average,0.426552,"Anna Jones: Human, female, brown hair, a hat, glasses"
149,Anne,Human,Female,clean_shaven,0.40018708,bald,0.31773186,none,0.5837016,none,0.61830115,not_visible,0.67495847,red,0.7100726,child,0.64742845,tool,0.29784662,none,0.77504766,none,0.9172281,average,0.389593,"Anne: Human, female"
150,Anne Isaakson,Human,Female,clean_shaven,0.678677,bald,0.60566676,none,0.7836246,glasses_or_goggles,0.51799,not_visible,0.682185,red,0.66675353,elderly,0.41292232,tool,0.27047727,none,0.84780514,none,0.9057895,heavy,0.45547307,"Anne Isaakson: Human, female, glasses"
151,Annette,Merfolk,Female,clean_shaven,0.46065333,bald,0.52975523,none,0.4214222,glasses_or_goggles,0.6716653,not_visible,0.56676966,green,0.457063,young_adult,0.41661143,staff_wand,0.32284743,none,0.9033242,none,0.72524977,thin,0.48715192,"Annette: Merfolk, female, glasses"
152,Annie,Human,Female,clean_shaven,0.5269625,red,0.34735337,crown,0.5332194,none,0.5408656,not_visible,0.5397378,blue_purple,0.7319761,child,0.6091365,tool,0.3062808,none,0.5907004,none,0.85817873,heavy,0.50587034,"Annie: Human, female, red hair, a crown"
153,Anteater,,,,,,,,,,,,,,,,,none,0.4409617,none,0.7558155,none,0.66814864,heavy,0.5579036,Anteater
154,Anti-Santa,Undead,Male,beard,0.51006275,bald,0.88540226,mask,0.5059391,glasses_or_goggles,0.5589102,not_visible,0.66285145,white_bony,0.5146569,young_adult,0.38596976,staff_wand,0.315972,none,0.53951585,none,0.8905915,heavy,0.69114256,"Anti-Santa: Undead, male, a beard, a mask, glasses"
155,Anton,Human,Male,beard,0.3826638,bald,0.67594343,none,0.44016033,glasses_or_goggles,0.6552925,not_visible,0.68198055,red,0.47158968,child,0.6707948,tool,0.5707824,none,0.8835056,none,0.8652812,heavy,0.4910291,"Anton: Human, male, a beard, glasses"
156,Antonia,Human,Female,clean_shaven,0.7072943,bald,0.5226753,none,0.52635235,none,0.537471,not_visible,0.6745706,human_tone,0.4950534,child,0.55274385,staff_wand,0.3138859,none,0.90351313,none,0.95139265,heavy,0.47748807,"Antonia: Human, female"
157,Antonius,Human,Male,beard,0.47536007,brown,0.40217358,helmet,0.35157883,glasses_or_goggles,0.57364297,not_visible,0.6260013,red,0.5480169,child,0.5367547,staff_wand,0.31756216,none,0.91708595,none,0.8857843,heavy,0.3938557,"Antonius: Human, male, a beard, brown hair, a helmet, glasses"
158,Antos,Human,Male,clean_shaven,0.5728189,bald,0.65155005,none,0.5911131,glasses_or_goggles,0.6362326,not_visible,0.72854847,red,0.61006266,child,0.57526994,tool,0.4602636,none,0.7898701,none,0.8644026,heavy,0.51942956,"Antos: Human, male, glasses"
159,Anwen,Elf,Female,goatee,0.39444116,bald,0.6369399,helmet,0.5125553,glasses_or_goggles,0.8204922,not_visible,0.59228545,red,0.4945958,child,0.51774156,staff_wand,0.35858083,none,0.6946823,none,0.84440124,heavy,0.43170428,"Anwen: Elf, female, a goatee, a helmet, glasses"
160,Apmeken,Baboon,Female,goatee,0.43980405,bald,0.6506577,mask,0.66989714,glasses_or_goggles,0.62214595,closed,0.5894986,brown_furry,0.4411113,young_adult,0.526766,tool,0.72303337,none,0.85407305,none,0.88536656,average,0.35570773,"Apmeken: Baboon, female, a goatee, a mask, glasses"
161,Apothecary,Human,Male,beard,0.6560296,bald,0.90889585,none,0.60814637,glasses_or_goggles,0.65613216,not_visible,0.7386276,red,0.6433962,elderly,0.61944383,tool,0.4270349,none,0.9345307,none,0.94766366,average,0.4885669,"Apothecary: Human, male, a beard, glasses"
162,Apprentice,Human,Female,clean_shaven,0.45890388,bald,0.28870898,none,0.39905664,glasses_or_goggles,0.5034227,not_visible,0.6373781,red,0.4134849,child,0.5355706,tool,0.4906346,none,0.8669777,none,0.8180281,thin,0.42176038,"Apprentice: Human, female, glasses"
163,Apprentice (medium),Human,Male,beard,0.5936168,unnatural,0.47311512,hat,0.42641774,none,0.6757278,not_visible,0.6107152,blue_purple,0.5304687,young_adult,0.5068132,staff_wand,0.64272285,none,0.6986183,none,0.81456155,average,0.42510366,"Apprentice (medium): Human, male, a beard, unnatural hair, a hat"
164,Apprentice Cordelia,Human,Female,clean_shaven,0.6260458,unnatural,0.39300078,none,0.45496884,none,0.6289172,not_visible,0.6290445,blue_purple,0.4925405,child,0.62067795,staff_wand,0.6092388,none,0.71711594,none,0.9105199,average,0.41243735,"Apprentice Cordelia: Human, female, unnatural hair"
165,Apprentice Felix,Human,Male,goatee,0.3516987,bald,0.58417124,hat,0.5565767,glasses_or_goggles,0.72470397,not_visible,0.665663,blue_purple,0.32302278,young_adult,0.58069634,staff_wand,0.5019947,none,0.5493044,none,0.85168827,average,0.3936342,"Apprentice Felix: Human, male, a goatee, a hat, glasses"
166,Apprentice Tamara,Human,Female,clean_shaven,0.6438198,unnatural,0.7319357,hat,0.5017546,glasses_or_goggles,0.6883653,not_visible,0.5381053,blue_purple,0.6227404,child,0.5980561,staff_wand,0.44519562,none,0.73323625,none,0.9160323,average,0.34986728,"Apprentice Tamara: Human, female, unnatural hair, a hat, glasses"
167,Apprentice workman,Human,Male,clean_shaven,0.5797681,brown,0.41200614,none,0.49657613,glasses_or_goggles,0.6598835,not_visible,0.70278466,red,0.62081236,young_adult,0.49908817,tool,0.5276072,none,0.89246845,none,0.88384515,average,0.44175145,"Apprentice workman: Human, male, brown hair, glasses"
168,Arancini,Araxyte,,goatee,0.3490212,bald,0.41401088,hat,0.4204208,none,0.5224506,not_visible,0.52719516,red,0.47229367,young_adult,0.51190865,bow,0.5559319,none,0.7141833,wings,0.76097655,thin,0.50468326,"Arancini: Araxyte, a goatee, a hat, wings"
169,Aranwe,Elf,Male,clean_shaven,0.4638114,bald,0.6437568,none,0.58877313,glasses_or_goggles,0.6628063,not_visible,0.6907908,red,0.49318224,child,0.58791953,tool,0.2992949,none,0.9327198,none,0.89044577,average,0.40528354,"Aranwe: Elf, male, glasses"
170,Araxxor,Araxyte,Male,,,,,,,,,,,,,,,none,0.41065833,none,0.7893917,none,0.55074614,thin,0.6262493,"Araxxor: Araxyte, male"
171,Araxyte,Araxyte,,,,,,,,,,,,,,,,bow,0.35383004,none,0.78881586,none,0.61719906,thin,0.42219195,Araxyte: Araxyte
172,arc_test_01,Human,,mustache,0.3633973,bald,0.3522245,hat,0.5749336,none,0.6005274,glowing,0.46692446,blue_purple,0.6860304,child,0.6370002,staff_wand,0.71549547,cape_or_cloak,0.7751284,none,0.9197435,average,0.41368452,"arc_test_01: Human, a mustache, a hat, a cape"
173,Archeio,Human,Male,mustache,0.36489922,bald,0.3904424,hat,0.5538448,none,0.57894343,glowing,0.52514076,blue_purple,0.66395015,child,0.62849104,melee_weapon,0.32469928,none,0.5734424,none,0.9038833,average,0.44686678,"Archeio: Human, male, a mustache, a hat"
174,Archer,Human,Female,clean_shaven,0.5100939,brown,0.66006196,none,0.2583958,glasses_or_goggles,0.56487125,not_visible,0.72233546,red,0.5513061,child,0.68215436,tool,0.45920193,none,0.8623516,none,0.82991695,average,0.43220216,"Archer: Human, female, brown hair, glasses"
175,Archibald,Egg,Male,,,,,,,,,,,,,,,,,,,,,,,"Archibald: Egg, male"
176,Archibald,Dog (yorkie),Male,,,,,,,,,,,,,,,bow,0.50614256,none,0.8103995,none,0.7728552,thin,0.41780132,"Archibald: Dog (yorkie), male"
177,Archmage Sedridor,Human,Male,beard,0.633195,brown,0.31947842,hat,0.491167,none,0.52957034,not_visible,0.55493057,red,0.29135475,child,0.693289,staff_wand,0.6105897,none,0.68843037,none,0.878031,average,0.4879744,"Archmage Sedridor: Human, male, a beard, brown hair, a hat"
178,Archpriest of the Unicorn,Ghost,,clean_shaven,0.37329766,bald,0.5642379,helmet,0.38516042,glasses_or_goggles,0.6279249,not_visible,0.6696681,red,0.3257934,child,0.4882935,staff_wand,0.50025195,cape_or_cloak,0.5349694,none,0.82531136,average,0.4706787,"Archpriest of the Unicorn: Ghost, a helmet, glasses, a cape"
179,Arcis,Human,Female,goatee,0.34456924,unnatural,0.8392148,hat,0.47748628,none,0.60376894,glowing,0.5411632,blue_purple,0.8534644,child,0.50738335,staff_wand,0.32615596,none,0.56495184,none,0.88509154,thin,0.43520778,"Arcis: Human, female, a goatee, unnatural hair, a hat"
180,Arcuani,Human,Male,clean_shaven,0.6740544,bald,0.70884097,none,0.5374883,glasses_or_goggles,0.70156175,not_visible,0.7351499,red,0.55526114,child,0.5353924,tool,0.6440011,none,0.9336397,none,0.9080039,heavy,0.5136583,"Arcuani: Human, male, glasses"
181,Aredhel,Elf,Female,clean_shaven,0.65256387,red,0.7307015,none,0.59157336,none,0.6476215,not_visible,0.6058434,red,0.4015304,young_adult,0.59701735,staff_wand,0.36471602,none,0.5842082,none,0.85009056,heavy,0.40234223,"Aredhel: Elf, female, red hair"
182,Arena Guard Beni,Human,Female,clean_shaven,0.55363685,bald,0.5789389,none,0.8438768,none,0.5546994,not_visible,0.63167864,red,0.70283,child,0.6558685,tool,0.34329268,none,0.7094498,none,0.87853914,average,0.45272633,"Arena Guard Beni: Human, female"
183,Arena Guard Drakno,Human,Female,clean_shaven,0.46444094,brown,0.44461334,none,0.5820236,glasses_or_goggles,0.5984616,not_visible,0.6468334,red,0.5471329,child,0.5763013,tool,0.291633,none,0.8396621,none,0.8832234,average,0.43532884,"Arena Guard Drakno: Human, female, brown hair, glasses"
184,Arena Guard Fawry,Human,Male,beard,0.7290295,bald,0.79243445,none,0.64554936,none,0.59341234,not_visible,0.6893998,red,0.6038824,child,0.617584,melee_weapon,0.29588386,none,0.8280838,none,0.8745124,heavy,0.45998064,"Arena Guard Fawry: Human, male, a beard"
