id_a,id_b,similarity,Name_a,Class_a,Location_a,Name_b,Class_b,Location_b
1566,1705,1.0000002,Gee,Human,Lumbridge,Gordon,Human,Farm south of Farming Guild
506,1003,1.0000002,Brambickle,Gnome,Near Trollweiss Mountain,Dobwinkle,Gnome,Port Piscarilius
1243,2902,1.0000002,Eniola,Human,Ourania Cave,Odovacar,Human,The Lair of Tarn Razorlor
941,2865,1.0000002,Daryl,Human,Shayzien,Norman,Human,Falador
1678,2705,1.0000002,Gnosi,Citizen of Arceuus,Mount Quidamortem,Mofina,Citizen of Arceuus,Lumbridge Castle
1678,2704,1.0000002,Gnosi,Citizen of Arceuus,Mount Quidamortem,Mofina,Citizen of Arceuus,Arceuus church
1678,2434,1.0000002,Gnosi,Citizen of Arceuus,Mount Quidamortem,Logosia,Citizen of Arceuus,Arceuus Library
1678,2039,1.0000002,Gnosi,Citizen of Arceuus,Mount Quidamortem,Imerominia,Citizen of Arceuus,Library Historical Archive
1629,3984,1.0000002,Gianne jnr.,Gnome,Grand Tree,Timble,Gnome,Tree Gnome Stronghold
1629,2761,1.0000002,Gianne jnr.,Gnome,Grand Tree,Mounted terrorchick gnome,Gnome,Wherever summoned
2434,2705,1.0000002,Logosia,Citizen of Arceuus,Arceuus Library,Mofina,Citizen of Arceuus,Lumbridge Castle
2434,2704,1.0000002,Logosia,Citizen of Arceuus,Arceuus Library,Mofina,Citizen of Arceuus,Arceuus church
2971,2973,1.0000002,Oziach,Human,North-west Edgeville,Oziach,Human,Blue Moon Inn
2403,2624,1.0000002,Lilifang,Elf,Grand Library,Meddwl Ymlaen Llaw,Elf,North of Prifddinas
2381,4212,1.0000002,Lenyig Karna,Vampyre,North Darkmeyer,Vlad Bechstein,Vampyre,North-east Darkmeyer
2381,2692,1.0000002,Lenyig Karna,Vampyre,North Darkmeyer,Misdrievus Shadum,Vampyre,West Darkmeyer
2381,2455,1.0000002,Lenyig Karna,Vampyre,North Darkmeyer,Lord Mischa Myrmel,Vampyre,South-west Darkmeyer
2345,4396,1.0000002,Latlink Fastbell,Gnome,Farming Guild,Yulf Squecks,Gnome,Etceteria
2345,3142,1.0000002,Latlink Fastbell,Gnome,Farming Guild,Prissy Scilla,Gnome,Tree Gnome Stronghold
2326,3142,1.0000002,Lammy Langle,Gnome,Hosidius,Prissy Scilla,Gnome,Tree Gnome Stronghold
2326,3118,1.0000002,Lammy Langle,Gnome,Hosidius,Praistan Ebola,Gnome,Brimhaven
122,580,1.0000002,Amergin,Human,East of the Chaos Druid Tower,Cabin Boy Percy,Human,
1705,1855,1.0000002,Gordon,Human,Farm south of Farming Guild,Hadley,Human,Tourist Information Centre
80,354,1.0000002,Alfonse the waiter,Human,Brimhaven,Bartender,Human,Varrock
483,3142,1.0000002,Bolongo,Gnome,Tree Gnome Stronghold,Prissy Scilla,Gnome,Tree Gnome Stronghold
483,3118,1.0000002,Bolongo,Gnome,Tree Gnome Stronghold,Praistan Ebola,Gnome,Brimhaven
483,2345,1.0000002,Bolongo,Gnome,Tree Gnome Stronghold,Latlink Fastbell,Gnome,Farming Guild
483,2326,1.0000002,Bolongo,Gnome,Tree Gnome Stronghold,Lammy Langle,Gnome,Hosidius
1337,1338,1.0000002,Father Aereck,Human,Lumbridge,Father Aereck,Human,Lumbridge
1267,2823,1.0000002,Erodoeht,Human,Slepe,Nemishka,Human,Slepe
1783,1784,1.0000002,Guard,Human,Miscellania Castle,Guard,Human,Miscellania market
1776,1784,1.0000002,Guard,Human,Southern Etceteria,Guard,Human,Miscellania market
1776,1783,1.0000002,Guard,Human,Southern Etceteria,Guard,Human,Miscellania Castle
362,876,1.0000002,Bartender,Human,Port Sarim,Crafting tutor,Human,Lumbridge Castle
1768,3726,1.0000002,Guard,Human,Varrock Palace,Soldier,Human,Northern Ocean
1761,4040,1.0000002,Grundt,Dwarf,Jatizso,Trader,Dwarf,Trade Octagon
362,3725,1.0000002,Bartender,Human,Port Sarim,Soldier,Human,Death Plateau (south)
3292,4393,1.0000002,Rhiannon,Elf,Prifddinas,Ysbeid,Elf,Prifddinas
3380,3399,1.0000002,Sadwrn,Elf,Prifddinas,Salgant,Elf,Prifddinas
2326,2345,1.0000002,Lammy Langle,Gnome,Hosidius,Latlink Fastbell,Gnome,Farming Guild
2315,4164,1.0000002,Lady Nadezhda Shadum,Vampyre,West Darkmeyer,Vampyressa van Von,Vampyre,North-east Darkmeyer
296,319,1.0000002,Banker,Vampyre,Darkmeyer,Banker,Vampyre,Ver Sinhaza
3748,3879,1.0000002,Spang,Gnome,Tree Gnome Stronghold,Tamble,Gnome,Tree Gnome Stronghold
2249,3955,1.0000002,"Khorvak, a dwarven engineer",Dwarf,Under White Wolf Mountain,Thirus,Dwarf ( Imcando-descendant ),Lovakengj
919,1487,1.0000002,Dale,Human,Hosidius,Fred the Farmer,Human,Lumbridge
64,593,1.0000002,Al Kharid Camel,Camel,,Camel,Camel,Kharidian Desert
1200,2462,1.0000002,Elizabeth,Human,Port Piscarilius,Lorraine,Human,Port Piscarilius
92,4204,1.0000002,Ali the Mayor,Human,Pollnivneach,Villager,Human,Pollnivneach
1155,3535,1.0000002,Eggus manus,Human,"Varrock , Church of Ayaster",Shifty looking priest,Human,Varrock
1126,4393,1.0000002,Earwen,Elf,Prifddinas,Ysbeid,Elf,Prifddinas
1126,3292,1.0000002,Earwen,Elf,Prifddinas,Rhiannon,Elf,Prifddinas
941,1578,1.0000002,Daryl,Human,Shayzien,General Hining,Human,Tyras Camp
938,3617,1.0000002,Darren,Human,Port Piscarilius,Simon,Human,Port Piscarilius
938,2638,1.0000002,Darren,Human,Port Piscarilius,Melvin,Human,Port Piscarilius
614,3495,1.0000002,Captain Cain,Human,Barbarian Assault,Sergeant Sambur,Human,Barbarian Assault Waiting Rooms
614,3143,1.0000002,Captain Cain,Human,Barbarian Assault,Private Paldo,Human,Main room of the Barbarian Assault basement
614,2537,1.0000002,Captain Cain,Human,Barbarian Assault,Major Heal,Human,Barbarian Assault tutorial
614,2534,1.0000002,Captain Cain,Human,Barbarian Assault,Major Attack,Human,Barbarian Assault tutorial
1787,1804,1.0000002,Guard,Human,Mountain Camp,Guardian of Armadyl,Human,Varies
876,3725,1.0000002,Crafting tutor,Human,Lumbridge Castle,Soldier,Human,Death Plateau (south)
639,3338,1.0000002,Captain Rimor,Human,Mount Quidamortem,Rommik,Human,Rimmington
645,1005,1.0000002,Captain Tobias,Human,Port Sarim docks,Dockmaster,Human,Port Piscarilius
2177,2932,1.0000002,Jumaane,Monkey,Marim,Oobapohk,Monkey,Marim
2163,3955,1.0000002,Jorzik,Dwarf,Keldagrim,Thirus,Dwarf ( Imcando-descendant ),Lovakengj
2151,3041,1.0000002,John,Human,Museum Camp,Petrified Pete,Human,Fossil Island
2151,2812,1.0000002,John,Human,Museum Camp,Natural Historian,Human,Mount Quidamortem
2151,2811,1.0000002,John,Human,Museum Camp,Natural historian,Human,Varrock Museum
2039,2705,1.0000002,Imerominia,Citizen of Arceuus,Library Historical Archive,Mofina,Citizen of Arceuus,Lumbridge Castle
2039,2704,1.0000002,Imerominia,Citizen of Arceuus,Library Historical Archive,Mofina,Citizen of Arceuus,Arceuus church
2039,2434,1.0000002,Imerominia,Citizen of Arceuus,Library Historical Archive,Logosia,Citizen of Arceuus,Arceuus Library
2028,2932,1.0000002,Ifaba,Monkey,Ape Atoll,Oobapohk,Monkey,Marim
2028,2177,1.0000002,Ifaba,Monkey,Ape Atoll,Jumaane,Monkey,Marim
1966,3906,1.0000002,Hiylik Myna,Human,Paterdomus,Ted Rehnison,Human,West Ardougne
1966,3595,1.0000002,Hiylik Myna,Human,Paterdomus,Siegfried Erkle,Human,2 nd floor [ UK ] 3 rd floor [ US ] of Legends' Guild (west side)
1965,3041,1.0000002,Historian Minas,Human,Varrock Museum,Petrified Pete,Human,Fossil Island
1965,2812,1.0000002,Historian Minas,Human,Varrock Museum,Natural Historian,Human,Mount Quidamortem
1965,2811,1.0000002,Historian Minas,Human,Varrock Museum,Natural historian,Human,Varrock Museum
1965,2151,1.0000002,Historian Minas,Human,Varrock Museum,John,Human,Museum Camp
335,2785,1.0000002,Barge guard,Human,Digsite barge,Museum guard,Human,Varrock
1917,1995,1.0000002,Heckel Funch,Gnome,"Grand Tree , 1 st floor [ UK ] 2 nd floor [ US ]",Hudo,Gnome,"The Grand Tree, near Aluft Gianne and the bank."
3118,4396,1.0000002,Praistan Ebola,Gnome,Brimhaven,Yulf Squecks,Gnome,Etceteria
3118,3142,1.0000002,Praistan Ebola,Gnome,Brimhaven,Prissy Scilla,Gnome,Tree Gnome Stronghold
2146,3564,1.0000002,Joe,Human,Draynor Village jail,Shop assistant,Human,Rimmington
2132,3127,1.0000002,Jex,Human,Temple of the Lesser Gods,Priest,Human,Great Temple
2113,2414,1.0000002,"Jatziri, Teoki of Ralos",Human,"Tal Teok , south-eastern corner.","Litlihui, Teoki of Ralos",,Auburn Valley
2101,4193,1.0000002,Jam,Demon,Yama's Lair,Vial,Demon,Yama's Lair
2060,4193,1.0000002,Insane,Demon,Yama's Lair,Vial,Demon,Yama's Lair
2060,2101,1.0000002,Insane,Demon,Yama's Lair,Jam,Demon,Yama's Lair
3143,3495,1.0000002,Private Paldo,Human,Main room of the Barbarian Assault basement,Sergeant Sambur,Human,Barbarian Assault Waiting Rooms
2046,4193,1.0000002,Imp,Demon,Yama's Lair,Vial,Demon,Yama's Lair
2046,2101,1.0000002,Imp,Demon,Yama's Lair,Jam,Demon,Yama's Lair
2046,2060,1.0000002,Imp,Demon,Yama's Lair,Insane,Demon,Yama's Lair
4329,4418,1.0000002,Woman,Human,Dorgeshuun Mines,Zenesha,Human,East Ardougne
770,1804,1.0000002,Chris,Human,Emir's Arena,Guardian of Armadyl,Human,Varies
770,1787,1.0000002,Chris,Human,Emir's Arena,Guard,Human,Mountain Camp
718,3041,1.0000002,Charles Charlington,Human,Fossil Island,Petrified Pete,Human,Fossil Island
718,2812,1.0000002,Charles Charlington,Human,Fossil Island,Natural Historian,Human,Mount Quidamortem
242,2455,1.0000002,Auctioneer,Vampyre,West Darkmeyer,Lord Mischa Myrmel,Vampyre,South-west Darkmeyer
242,2381,1.0000002,Auctioneer,Vampyre,West Darkmeyer,Lenyig Karna,Vampyre,North Darkmeyer
2692,4212,1.0000002,Misdrievus Shadum,Vampyre,West Darkmeyer,Vlad Bechstein,Vampyre,North-east Darkmeyer
2638,3617,1.0000002,Melvin,Human,Port Piscarilius,Simon,Human,Port Piscarilius
2619,3910,1.0000002,Maze Guardian,Golem,Mage Training Arena,Telekinetic Guardian,Golem,Mage Training Arena
242,4212,1.0000002,Auctioneer,Vampyre,West Darkmeyer,Vlad Bechstein,Vampyre,North-east Darkmeyer
242,2692,1.0000002,Auctioneer,Vampyre,West Darkmeyer,Misdrievus Shadum,Vampyre,West Darkmeyer
801,3812,1.0000002,Clodius,Human,Villa Lucens,Stradius,Human,Villa Lucens
668,4418,1.0000002,Cassie,Human,Northern Falador,Zenesha,Human,East Ardougne
668,4329,1.0000002,Cassie,Human,Northern Falador,Woman,Human,Dorgeshuun Mines
668,3900,1.0000002,Cassie,Human,Northern Falador,Tayten,Human,Mansion in a faraway island.
675,1598,1.0000002,Cat,Cat,Farming Guild,Gertrude's cat,Cat,Lumber Yard
2804,4164,1.0000002,Nakasa Jovkai,Vampyre,South-west Darkmeyer,Vampyressa van Von,Vampyre,North-east Darkmeyer
2795,2796,1.0000002,Mysterious Stranger,Unknown,Ver Sinhaza,Mysterious Stranger,Unknown,Hallowed Sepulchre
2761,3984,1.0000002,Mounted terrorchick gnome,Gnome,Wherever summoned,Timble,Gnome,Tree Gnome Stronghold
2755,3962,1.0000001,Mountain Dwarf,Dwarf,Near White Wolf Mountain,Thorgel,Dwarf,Temple of Light
808,1744,1.0000001,Cochu,Tortugan,,Griems,Tortugan,
2634,2999,1.0000001,Melana Moonlander,Human,Lunar Isle,Pauline Polaris,Human,Lunar Isle
247,1065,1.0000001,Austri,Dwarf,Taverley,Drogo dwarf,Dwarf,Dwarven Mine
719,1057,1.0000001,Charles Charlington II,Human,,Draven Quillshade,Human,
719,1363,1.0000001,Charles Charlington II,Human,,Fenric Hollowspire,Human,
716,4416,1.0000001,Charles,Human,Port Piscarilius,Zembo,Human,"Musa Point, Karamja"
2754,2755,1.0000001,Mountain Dwarf,Dwarf,Lumbridge dining hall,Mountain Dwarf,Dwarf,Near White Wolf Mountain
49,3095,1.0000001,Agility Instructor,Penguin,Iceberg,Pong,Penguin,KGP Headquarters
49,3528,1.0000001,Agility Instructor,Penguin,Iceberg,Sheep,Penguin,Lumbridge sheep farm
10,4058,1.0000001,Aberab,Monkey,Ape Atoll,Trefaji,Monkey,Ape Atoll
2754,3962,1.0000001,Mountain Dwarf,Dwarf,Lumbridge dining hall,Thorgel,Dwarf,Temple of Light
3142,4396,1.0000001,Prissy Scilla,Gnome,Tree Gnome Stronghold,Yulf Squecks,Gnome,Etceteria
3148,3150,1.0000001,Professor Gracklebone,Gnome,Arceuus Library,Professor Manglethorp,Gnome,The Consortium
2095,3373,1.0000001,Jadid,Human,Emir's Arena,Sabeil,Human,Emir's Arena
2103,4143,1.0000001,Jamila,Human,Sophanem,Urbi,Human,Sophanem
1879,3962,1.0000001,Hammerspike Stoutbeard,Dwarf,Dwarven Mines,Thorgel,Dwarf,Temple of Light
337,3445,1.0000001,Barker,Werewolf,Canifis,Sbott,Werewolf,Canifis
146,4378,1.0000001,Anleif,Dwarf,Keldagrim Rat Pits,Yellow Fortune Secretary,Dwarf,Keldagrim
304,4378,1.0000001,Banker,Dwarf,Keldagrim,Yellow Fortune Secretary,Dwarf,Keldagrim
2201,2428,1.0000001,Kalron,Gnome,Tree Gnome Village,Local Gnome,Gnome,Tree Gnome Village
863,864,1.0000001,Count Check,Human,Lumbridge,Count Check,Human,Random event
1114,1879,1.0000001,Dwarven Engineer,Dwarf,Keldagrim,Hammerspike Stoutbeard,Dwarf,Dwarven Mines
1114,2480,1.0000001,Dwarven Engineer,Dwarf,Keldagrim,Lovakengj Engineer,Dwarf,Battlefront
1114,2754,1.0000001,Dwarven Engineer,Dwarf,Keldagrim,Mountain Dwarf,Dwarf,Lumbridge dining hall
1114,2755,1.0000001,Dwarven Engineer,Dwarf,Keldagrim,Mountain Dwarf,Dwarf,Near White Wolf Mountain
1114,3962,1.0000001,Dwarven Engineer,Dwarf,Keldagrim,Thorgel,Dwarf,Temple of Light
357,4285,1.0000001,Bartender,Human,East Ardougne,William,Human,Red Dragon Isle
357,1268,1.0000001,Bartender,Human,East Ardougne,Escaping slave,Human,Desert Mining Camp
69,1058,1.0000001,Alan,Human,Farming Guild,Dreven,Human,Champions' Guild
357,2544,1.0000001,Bartender,Human,East Ardougne,Male slave,Human,Desert Mining Camp
357,3616,1.0000001,Bartender,Human,East Ardougne,Simon,Human,Chaos Temple (Wilderness)
1879,2480,1.0000001,Hammerspike Stoutbeard,Dwarf,Dwarven Mines,Lovakengj Engineer,Dwarf,Battlefront
1879,2754,1.0000001,Hammerspike Stoutbeard,Dwarf,Dwarven Mines,Mountain Dwarf,Dwarf,Lumbridge dining hall
1879,2755,1.0000001,Hammerspike Stoutbeard,Dwarf,Dwarven Mines,Mountain Dwarf,Dwarf,Near White Wolf Mountain
1141,1650,1.0000001,Edrahil,Elf,Prifddinas,Glorfindel,Elf,Prifddinas
1143,1265,1.0000001,Eebel,Gnome,Tree Gnome Stronghold,Ermin,Gnome,Tree Gnome Stronghold
1158,1373,1.0000001,Eira,Elf,Prifddinas,Ffoni,Elf,Prifddinas
1158,2849,1.0000001,Eira,Elf,Prifddinas,Nimrodel,Elf,Grand Library
1158,3382,1.0000001,Eira,Elf,Prifddinas,Saeth,Elf,Prifddinas
1167,1172,1.0000001,Elder Hubber,Tortugan,The Little Pearl,Elder Nama,Tortugan,The Great Conch
2239,2240,1.0000001,KGP Agent,Penguin,Iceberg,KGP Guard,Penguin,War Room
3071,3095,1.0000001,Ping,Penguin,KGP Headquarters,Pong,Penguin,KGP Headquarters
3071,3528,1.0000001,Ping,Penguin,KGP Headquarters,Sheep,Penguin,Lumbridge sheep farm
3095,3528,1.0000001,Pong,Penguin,KGP Headquarters,Sheep,Penguin,Lumbridge sheep farm
1093,1094,1.0000001,Duke Horacio,Human,Lumbridge Castle,Duke Horacio,Human,Lumbridge Castle ground floor [ UK ] 1 st floor [ US ]
1113,1114,1.0000001,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Dwarven Engineer,Dwarf,Keldagrim
1113,1732,1.0000001,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Green Gemstone Secretary,Dwarf,Keldagrim
1113,1879,1.0000001,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Hammerspike Stoutbeard,Dwarf,Dwarven Mines
1113,2480,1.0000001,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Lovakengj Engineer,Dwarf,Battlefront
1113,2754,1.0000001,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Mountain Dwarf,Dwarf,Lumbridge dining hall
1113,2755,1.0000001,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Mountain Dwarf,Dwarf,Near White Wolf Mountain
1113,3962,1.0000001,Dwarven Boatman,Dwarf,Keldagrim south-west mine,Thorgel,Dwarf,Temple of Light
1114,1732,1.0000001,Dwarven Engineer,Dwarf,Keldagrim,Green Gemstone Secretary,Dwarf,Keldagrim
2257,2262,1.0000001,King Bolren,Gnome,Tree Gnome Village,King Narnode Shareen,Gnome,Grand Tree
124,3924,1.0000001,Amma,Tortugan,The Summer Shore,Tetra,Tortugan,
1732,1879,1.0000001,Green Gemstone Secretary,Dwarf,Keldagrim,Hammerspike Stoutbeard,Dwarf,Dwarven Mines
1732,2480,1.0000001,Green Gemstone Secretary,Dwarf,Keldagrim,Lovakengj Engineer,Dwarf,Battlefront
1732,2754,1.0000001,Green Gemstone Secretary,Dwarf,Keldagrim,Mountain Dwarf,Dwarf,Lumbridge dining hall
1732,2755,1.0000001,Green Gemstone Secretary,Dwarf,Keldagrim,Mountain Dwarf,Dwarf,Near White Wolf Mountain
1732,3962,1.0000001,Green Gemstone Secretary,Dwarf,Keldagrim,Thorgel,Dwarf,Temple of Light
1744,3924,1.0000001,Griems,Tortugan,,Tetra,Tortugan,
1268,2544,1.0000001,Escaping slave,Human,Desert Mining Camp,Male slave,Human,Desert Mining Camp
1268,3616,1.0000001,Escaping slave,Human,Desert Mining Camp,Simon,Human,Chaos Temple (Wilderness)
1268,4285,1.0000001,Escaping slave,Human,Desert Mining Camp,William,Human,Red Dragon Isle
483,4396,1.0000001,Bolongo,Gnome,Tree Gnome Stronghold,Yulf Squecks,Gnome,Etceteria
489,970,1.0000001,Bonzara,Monkey,Ape Atoll Banana plantation,Denadu,Monkey,Temple of Marimbo
124,808,1.0000001,Amma,Tortugan,The Summer Shore,Cochu,Tortugan,
124,1744,1.0000001,Amma,Tortugan,The Summer Shore,Griems,Tortugan,
2326,4396,1.0000001,Lammy Langle,Gnome,Hosidius,Yulf Squecks,Gnome,Etceteria
2333,3695,1.0000001,Large zombie monkey,Monkey,Ape Atoll,Small zombie monkey,Monkey,Ape Atoll
2345,3118,1.0000001,Latlink Fastbell,Gnome,Farming Guild,Praistan Ebola,Gnome,Brimhaven
808,3924,1.0000001,Cochu,Tortugan,,Tetra,Tortugan,
810,1662,1.0000001,Cocktail seller,Gnome,"Al Kharid , Brimhaven , Catherby beach",Gnome banker,Gnome,Gnome Stronghold
1662,1668,1.0000001,Gnome banker,Gnome,Gnome Stronghold,Gnome emissary,Gnome,Keldagrim
117,119,1.0000001,Ambassador Ferrnook,Gnome,Varrock Palace 1 st floor [ UK ] 2 nd floor [ US ],Ambassador Spanfipple,Gnome,White Knights' Castle 1 st floor [ UK ] 2 nd floor [ US ]
118,119,1.0000001,Ambassador Gimblewap,Gnome,Ardougne Castle 1 st floor [ UK ] 2 nd floor [ US ],Ambassador Spanfipple,Gnome,White Knights' Castle 1 st floor [ UK ] 2 nd floor [ US ]
588,2506,1.0000001,Calin,Human,Burgh de Rott,Luscion,Human,Burgh de Rott
588,4175,1.0000001,Calin,Human,Burgh de Rott,Vasile,Human,Burgh de Rott
1213,1214,1.0000001,Eluned,Elf,"Isafdar , Prifddinas",Eluned,Elf,Lumbridge Castle ground floor [ UK ] 1 st floor [ US ]
1223,2148,1.0000001,Emily,Human,Falador,Jofridr Mordstatter,Human,Neitiznot
412,413,1.0000001,Betty,Human,Port Sarim,Betty,Human,
117,118,1.0000001,Ambassador Ferrnook,Gnome,Varrock Palace 1 st floor [ UK ] 2 nd floor [ US ],Ambassador Gimblewap,Gnome,Ardougne Castle 1 st floor [ UK ] 2 nd floor [ US ]
810,1668,1.0000001,Cocktail seller,Gnome,"Al Kharid , Brimhaven , Catherby beach",Gnome emissary,Gnome,Keldagrim
2480,2754,1.0000001,Lovakengj Engineer,Dwarf,Battlefront,Mountain Dwarf,Dwarf,Lumbridge dining hall
2480,2755,1.0000001,Lovakengj Engineer,Dwarf,Battlefront,Mountain Dwarf,Dwarf,Near White Wolf Mountain
2480,3962,1.0000001,Lovakengj Engineer,Dwarf,Battlefront,Thorgel,Dwarf,Temple of Light
2506,4175,1.0000001,Luscion,Human,Burgh de Rott,Vasile,Human,Burgh de Rott
1351,3118,1.0000001,Felfiz Yaryus,Gnome,Farming Guild,Praistan Ebola,Gnome,Brimhaven
1373,2849,1.0000001,Ffoni,Elf,Prifddinas,Nimrodel,Elf,Grand Library
3616,4285,1.0000001,Simon,Human,Chaos Temple (Wilderness),William,Human,Red Dragon Isle
1373,3382,1.0000001,Ffoni,Elf,Prifddinas,Saeth,Elf,Prifddinas
1526,1738,1.0000001,Fur trader,Human,Rellekka marketplace,Greengrocer,Human,Miscellania Market
2535,3146,1.0000001,Major Collect,Human,Barbarian Assault tutorial,Private Pierreb,Human,Barbarian Assault outside and near rooms 9 and 10
2544,3616,1.0000001,Male slave,Human,Desert Mining Camp,Simon,Human,Chaos Temple (Wilderness)
2544,4285,1.0000001,Male slave,Human,Desert Mining Camp,William,Human,Red Dragon Isle
247,3962,1.0000001,Austri,Dwarf,Taverley,Thorgel,Dwarf,Temple of Light
247,1113,1.0000001,Austri,Dwarf,Taverley,Dwarven Boatman,Dwarf,Keldagrim south-west mine
247,1114,1.0000001,Austri,Dwarf,Taverley,Dwarven Engineer,Dwarf,Keldagrim
247,1732,1.0000001,Austri,Dwarf,Taverley,Green Gemstone Secretary,Dwarf,Keldagrim
247,1879,1.0000001,Austri,Dwarf,Taverley,Hammerspike Stoutbeard,Dwarf,Dwarven Mines
247,2480,1.0000001,Austri,Dwarf,Taverley,Lovakengj Engineer,Dwarf,Battlefront
247,2754,1.0000001,Austri,Dwarf,Taverley,Mountain Dwarf,Dwarf,Lumbridge dining hall
1065,1113,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Dwarven Boatman,Dwarf,Keldagrim south-west mine
1065,1114,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Dwarven Engineer,Dwarf,Keldagrim
1065,1732,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Green Gemstone Secretary,Dwarf,Keldagrim
1485,1499,1.0000001,Freaky Forester,Human,Forestry events,Friendly Forester,Human,"Draynor Village , Seers' Village , Prifddinas , Nemus Retreat"
1504,4396,1.0000001,Frizzy Skernip,Gnome,Port Sarim,Yulf Squecks,Gnome,Etceteria
1398,1645,1.0000001,First Mate Peri,Human,Tempoross Cove,Gita Prymes,Human,Ruins of Unkah
1456,2609,1.0000001,Flower Girl,Human,Miscellania Market,Matilda,Human,Etceteria Market
1468,2102,1.0000001,Forester (hard),Human,Paterdomus,James,Human,Grand Exchange entrance
1057,1363,1.0000001,Draven Quillshade,Human,,Fenric Hollowspire,Human,
2849,3382,1.0000001,Nimrodel,Elf,Grand Library,Saeth,Elf,Prifddinas
2850,4390,1.0000001,Nipper,Dorgeshuun,Dorgesh-Kaan,Young 'un,Dorgeshuun,Dorgesh-Kaan
2857,4219,1.0000001,Noctillion Lugosi,Vampyre,West Darkmeyer,Von van Von,Vampyre,South-west Darkmeyer
49,3071,1.0000001,Agility Instructor,Penguin,Iceberg,Ping,Penguin,KGP Headquarters
1065,1879,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Hammerspike Stoutbeard,Dwarf,Dwarven Mines
1065,2480,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Lovakengj Engineer,Dwarf,Battlefront
1065,2754,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Mountain Dwarf,Dwarf,Lumbridge dining hall
1065,2755,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Mountain Dwarf,Dwarf,Near White Wolf Mountain
1065,3962,1.0000001,Drogo dwarf,Dwarf,Dwarven Mine,Thorgel,Dwarf,Temple of Light
247,2755,1.0000001,Austri,Dwarf,Taverley,Mountain Dwarf,Dwarf,Near White Wolf Mountain
2907,3067,1.0000001,Ogre guard,Ogre,Jiggig,Pilg,Ogre,Jiggig
50,4267,1.0,Agility Trainer,Werewolf,"Werewolf Agility Course , near Canifis",Werewolf,Werewolf,Haunted Woods
50,3676,1.0,Agility Trainer,Werewolf,"Werewolf Agility Course , near Canifis",Skullball Trainer,Werewolf,"Werewolf Skullball , west of Canifis"
4209,4230,1.0,Violetta Sanguine,Vampyre,Northern Darkmeyer,Vyrelady,Vampyre,Ver Sinhaza
4164,4220,1.0,Vampyressa van Von,Vampyre,North-east Darkmeyer,Vonnetta Varnis,Vampyre,North-east Darkmeyer
707,2714,1.0,Chadwell,Human,West Ardougne,Monk,Human,Varrock
707,2340,1.0,Chadwell,Human,West Ardougne,Larry,Human,Wilderness
707,1934,1.0,Chadwell,Human,West Ardougne,Hengrad,Human,Fight Arena
50,3675,1.0,Agility Trainer,Werewolf,"Werewolf Agility Course , near Canifis",Skullball Boss,Werewolf,"Werewolf Skullball , near Canifis"
777,1352,1.0,Citizen,Human,Aldarin,Felius,Human,Twilight Temple
690,1344,1.0,Cave monk,Human,Entrana,Father Lawrence,Human,Varrock church
748,752,1.0,Child,Dwarf ( Imcando-descendant ),Cam Torum,Child,Dwarf ( Imcando-descendant ),Mistrock
690,2718,1.0,Cave monk,Human,Entrana,Monk,Human,Lumbridge Swamp
